,O*NET-SOC 2000 Code,O*NET-SOC 2000 Title,O*NET-SOC 2006 Code,O*NET-SOC 2006 Title_x,O*NET-SOC 2006 Title_y,O*NET-SOC 2009 Code,O*NET-SOC 2009 Title_x,O*NET-SOC 2009 Title_y,O*NET-SOC 2010 Code,O*NET-SOC 2010 Title
733,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
734,47-3012.00,Helpers--Carpenters,47-3012.00,Helpers--Carpenters,Helpers--Carpenters,47-3012.00,Helpers--Carpenters,Helpers--Carpenters,47-3012.00,Helpers--Carpenters
735,47-3013.00,Helpers--Electricians,47-3013.00,Helpers--Electricians,Helpers--Electricians,47-3013.00,Helpers--Electricians,Helpers--Electricians,47-3013.00,Helpers--Electricians
736,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
737,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
738,47-3016.00,Helpers--Roofers,47-3016.00,Helpers--Roofers,Helpers--Roofers,47-3016.00,Helpers--Roofers,Helpers--Roofers,47-3016.00,Helpers--Roofers
739,47-3019.99,"Helpers, Construction Trades, All Other",47-3019.99,"Helpers, Construction Trades, All Other","Helpers, Construction Trades, All Other",47-3019.00,"Helpers, Construction Trades, All Other","Helpers, Construction Trades, All Other",47-3019.00,"Helpers, Construction Trades, All Other"
740,47-4021.00,Elevator Installers and Repairers,47-4021.00,Elevator Installers and Repairers,Elevator Installers and Repairers,47-4021.00,Elevator Installers and Repairers,Elevator Installers and Repairers,47-4021.00,Elevator Installers and Repairers
741,47-4031.00,Fence Erectors,47-4031.00,Fence Erectors,Fence Erectors,47-4031.00,Fence Erectors,Fence Erectors,47-4031.00,Fence Erectors
742,47-4041.00,Hazardous Materials Removal Workers,47-4041.00,Hazardous Materials Removal Workers,Hazardous Materials Removal Workers,47-4041.00,Hazardous Materials Removal Workers,Hazardous Materials Removal Workers,47-4041.00,Hazardous Materials Removal Workers
743,47-4041.01,Irradiated-Fuel Handlers,47-4041.00,Hazardous Materials Removal Workers,Hazardous Materials Removal Workers,47-4041.00,Hazardous Materials Removal Workers,Hazardous Materials Removal Workers,47-4041.00,Hazardous Materials Removal Workers
744,47-4051.00,Highway Maintenance Workers,47-4051.00,Highway Maintenance Workers,Highway Maintenance Workers,47-4051.00,Highway Maintenance Workers,Highway Maintenance Workers,47-4051.00,Highway Maintenance Workers
745,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Rail-Track Laying and Maintenance Equipment Operators,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Rail-Track Laying and Maintenance Equipment Operators,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
746,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
747,47-4091.00,Segmental Pavers,47-4091.00,Segmental Pavers,Segmental Pavers,47-4091.00,Segmental Pavers,Segmental Pavers,47-4091.00,Segmental Pavers
748,47-4099.99,"Construction and Related Workers, All Other",47-4099.99,"Construction and Related Workers, All Other","Construction and Related Workers, All Other",47-4099.00,"Construction and Related Workers, All Other","Construction and Related Workers, All Other",47-4099.00,"Construction and Related Workers, All Other"
749,47-5011.00,"Derrick Operators, Oil and Gas",47-5011.00,"Derrick Operators, Oil and Gas","Derrick Operators, Oil and Gas",47-5011.00,"Derrick Operators, Oil and Gas","Derrick Operators, Oil and Gas",47-5011.00,"Derrick Operators, Oil and Gas"
750,47-5012.00,"Rotary Drill Operators, Oil and Gas",47-5012.00,"Rotary Drill Operators, Oil and Gas","Rotary Drill Operators, Oil and Gas",47-5012.00,"Rotary Drill Operators, Oil and Gas","Rotary Drill Operators, Oil and Gas",47-5012.00,"Rotary Drill Operators, Oil and Gas"
751,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",47-5013.00,"Service Unit Operators, Oil, Gas, and Mining","Service Unit Operators, Oil, Gas, and Mining",47-5013.00,"Service Unit Operators, Oil, Gas, and Mining","Service Unit Operators, Oil, Gas, and Mining",47-5013.00,"Service Unit Operators, Oil, Gas, and Mining"
752,47-5021.00,"Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas"
753,47-5021.01,Construction Drillers,47-5021.00,"Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas"
754,47-5021.02,Well and Core Drill Operators,47-5021.00,"Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas","Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas"
755,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters",47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters",47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
756,47-5041.00,Continuous Mining Machine Operators,47-5041.00,Continuous Mining Machine Operators,Continuous Mining Machine Operators,47-5041.00,Continuous Mining Machine Operators,Continuous Mining Machine Operators,47-5041.00,Continuous Mining Machine Operators
757,47-5042.00,Mine Cutting and Channeling Machine Operators,47-5042.00,Mine Cutting and Channeling Machine Operators,Mine Cutting and Channeling Machine Operators,47-5042.00,Mine Cutting and Channeling Machine Operators,Mine Cutting and Channeling Machine Operators,47-5042.00,Mine Cutting and Channeling Machine Operators
758,47-5049.99,"Mining Machine Operators, All Other",47-5049.99,"Mining Machine Operators, All Other","Mining Machine Operators, All Other",47-5049.00,"Mining Machine Operators, All Other","Mining Machine Operators, All Other",47-5049.00,"Mining Machine Operators, All Other"
759,47-5051.00,"Rock Splitters, Quarry",47-5051.00,"Rock Splitters, Quarry","Rock Splitters, Quarry",47-5051.00,"Rock Splitters, Quarry","Rock Splitters, Quarry",47-5051.00,"Rock Splitters, Quarry"
760,47-5061.00,"Roof Bolters, Mining",47-5061.00,"Roof Bolters, Mining","Roof Bolters, Mining",47-5061.00,"Roof Bolters, Mining","Roof Bolters, Mining",47-5061.00,"Roof Bolters, Mining"
761,47-5071.00,"Roustabouts, Oil and Gas",47-5071.00,"Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",47-5071.00,"Roustabouts, Oil and Gas","Roustabouts, Oil and Gas",47-5071.00,"Roustabouts, Oil and Gas"
762,47-5081.00,Helpers--Extraction Workers,47-5081.00,Helpers--Extraction Workers,Helpers--Extraction Workers,47-5081.00,Helpers--Extraction Workers,Helpers--Extraction Workers,47-5081.00,Helpers--Extraction Workers
763,47-5099.99,"Extraction Workers, All Other",47-5099.99,"Extraction Workers, All Other","Extraction Workers, All Other",47-5099.00,"Extraction Workers, All Other","Extraction Workers, All Other",47-5099.00,"Extraction Workers, All Other"
764,49-1011.00,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",49-1011.00,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers","First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",49-1011.00,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers","First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
765,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
766,49-2011.02,Data Processing Equipment Repairers,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
767,49-2011.03,Office Machine and Cash Register Servicers,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
768,49-2011.01,Automatic Teller Machine Servicers,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
769,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
770,49-2021.00,Radio Mechanics,49-2021.00,Radio Mechanics,Radio Mechanics,49-2021.00,Radio Mechanics,Radio Mechanics,49-2021.01,Radio Mechanics
771,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
772,49-2022.01,Central Office and PBX Installers and Repairers,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
773,49-2022.02,"Frame Wirers, Central Office",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
774,49-2022.03,"Communication Equipment Mechanics, Installers, and Repairers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
775,49-2022.04,Telecommunications Facility Examiners,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
776,49-2022.05,"Station Installers and Repairers, Telephone",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
777,49-2091.00,Avionics Technicians,49-2091.00,Avionics Technicians,Avionics Technicians,49-2091.00,Avionics Technicians,Avionics Technicians,49-2091.00,Avionics Technicians
778,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
779,49-2092.02,Electric Motor and Switch Assemblers and Repairers,49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
780,49-2092.03,Battery Repairers,49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
781,49-2092.04,Transformer Repairers,49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
